grid_asset_id,asset_type,operator_region,primary_gmina_code,served_gminas,customers_served,lat,lon,icing_susceptibility
GRID-0476,MV_line,14,1413001,1413001|0416003|3213005|0813002|0608002,14476,51.59251,21.24464,0.442
GRID-0477,line_110kV,12,1212005,1212005|3028006|0607007|0622001|2821005|3210001|2013004|1803002|3202001|3213003|1426002|2602003|1208004|1008003,102790,50.95999,19.22869,0.618
GRID-0478,transformer,02,0202004,0202004|0601004,4421,51.42652,17.48558,0.566
GRID-0479,line_110kV,08,0809006,0809006|0201002|1611002|0416004|0401004|0804002|2814003|2415002|2405004|2601002|1801003|1441001|2806005|0616005,99958,51.97988,15.79403,0.459
GRID-0480,MV_line,14,1404007,1404007|2015003|2603001|1819004|1604003,13389,52.30456,19.91287,0.522
GRID-0481,MV_line,28,2821004,2821004|1211002|1007002|1426004|0807005,39581,54.08572,19.49101,0.614
GRID-0482,MV_line,24,2413004,2413004|1410005|0618003|3025001|2412003,18061,49.9966,18.59426,0.574
GRID-0483,line_110kV,18,1814006,1814006|2433003|1813003|2404005|1211001|3026002|1021006|2013002|2007004|1014006|0207002|1024005|2416006|1823004,79838,49.35072,21.48366,0.235
GRID-0484,line_110kV,30,3003002,3003002|1603005|1802002|0603001|2003006|1412004|2808003|0208005|1423006|0220005|1424007|2605006|2207001|0226005,64027,52.92831,16.21921,0.223
GRID-0485,line_110kV,14,1412001,1412001|3034005|0218006|2436004|2425003|2613006|1011005|2602003|3016004|0608006|0223003|2004003|0217007|0813005,63707,52.27908,20.87489,0.495
GRID-0486,transformer,10,1013004,1013004|0419004,5720,51.67934,18.81339,0.394
GRID-0487,transformer,24,2401004,2401004|0403006,9238,51.32194,19.23791,0.404
GRID-0488,MV_line,24,2417006,2417006|1605007|0605001|3015004|1426003,23730,49.709,18.31371,0.593
GRID-0489,MV_line,10,1023005,1023005|1804005|1607002|1009001|3209005,18115,52.62445,20.65211,0.237
GRID-0490,MV_line,20,2002002,2002002|2219003|0406007|0409001|1022007,25934,53.41302,22.62068,0.491
GRID-0491,line_110kV,28,2807004,2807004|0420001|1010007|2417006|0227001|1425002|1202002|2810002|2214004|1011002|0202007|1604001|1424002|3026006,51182,53.42581,20.84429,0.938
GRID-0492,line_110kV,18,1816004,1816004|3032001|0421003|3030005|2431002|0422005|0616001|0423007|1016006|0421004|1018005|1607006|3212005|0212006,51215,49.73653,22.03319,0.437
GRID-0493,transformer,10,1009001,1009001|2007006,6186,51.79084,19.41237,0.366
GRID-0494,GPZ,24,2429003,2429003|1602001|1021006|0801005|1603005|0402002|2011001|1431007,54945,50.47991,18.36665,0.407
GRID-0495,line_110kV,10,1014002,1014002|1606005|2217005|1218002|1020002|1423005|1202005|1013005|1436005|1415006|2415002|1418006|0602001|2613004,104586,51.51459,19.23892,0.386
GRID-0496,MV_line,18,1819004,1819004|3001002|2422001|1009006|0222004,20382,49.63362,22.57222,0.351
GRID-0497,MV_line,32,3208005,3208005|3032003|1209002|2411003|1813006,62766,53.54515,14.41943,0.399
GRID-0498,line_110kV,14,1432007,1432007|3020005|1421003|0601001|2815004|1209003|1415001|1213005|2434003|1416005|0219003|0615004|2818001|1019001,77411,51.82794,21.25912,0.749
GRID-0499,line_110kV,26,2603004,2603004|1610007|2006002|3029001|2010001|3210006|0220006|1610005|0609002|1822001|0205005|1002007|2402006|2603005,54209,50.75015,19.79922,0.32
GRID-0500,MV_line,18,1805006,1805006|1019004|1821004|1601002|1005002,9307,49.24143,22.06745,0.369
GRID-0501,MV_line,24,2433006,2433006|2414006|2426005|3214003|3202003,49294,49.91579,18.93234,0.387
GRID-0502,transformer,24,2412001,2412001|1406004,6785,50.65232,19.55593,0.294
GRID-0503,transformer,14,1411006,1411006|1807005,6272,52.05668,21.26573,0.624
GRID-0504,MV_line,26,2608004,2608004|0224004|1401001|2811002|0611001,35728,51.76015,19.72411,0.3
GRID-0505,MV_line,24,2402004,2402004|3203003|2208005|3214001|0217005,21131,50.12438,18.95214,0.608
GRID-0506,MV_line,10,1005007,1005007|3216004|3001006|1202001|3031006,24037,52.62341,19.3399,0.156
GRID-0507,line_110kV,08,0805005,0805005|0402004|0423007|1602007|0806006|1813003|2428002|2205003|1006006|2429004|0201004|0810003|1203002|1010005,90913,53.05168,15.24473,0.763
GRID-0508,MV_line,14,1440003,1440003|1402002|1204007|2413002|0423006,14039,51.91641,21.51708,0.826
GRID-0509,line_110kV,14,1407002,1407002|2007004|0203007|2605001|1003002|1812003|0606004|2436004|3019004|2204002|1210003|2601004|2009001|2431004,86076,52.17413,20.71413,0.597
GRID-0510,transformer,14,1406001,1406001|2016005,5668,51.88227,20.67622,0.671
GRID-0511,MV_line,06,0623002,0623002|2208001|1801003|1429005|2405001,67884,51.15486,21.96926,0.385
GRID-0512,MV_line,32,3216005,3216005|1813006|2612004|3209004|0216006,34270,53.51213,13.77865,0.375
GRID-0513,transformer,12,1215006,1215006|1401005,11672,49.91279,19.46268,0.439
GRID-0514,MV_line,20,2004001,2004001|0201007|3218002|2206006|0416002,23223,52.75895,23.41827,0.711
GRID-0515,line_110kV,12,1220005,1220005|0226007|1209005|1440005|2412003|0602003|1808006|2014003|1015002|2405005|0812002|1430006|1604001|2016002,64039,50.01015,20.00904,0.379
GRID-0516,GPZ,26,2607002,2607002|1015001|1005005|2207001|2818003|0610002|2432004|0419003,30005,50.50032,20.76385,0.398
GRID-0517,MV_line,18,1813004,1813004|2211002|0208002|1004001|1608005,34117,49.93358,22.60689,0.65
GRID-0518,MV_line,06,0623003,0623003|2425004|0207006|2611001|2209003,16282,51.21566,21.88938,0.642
GRID-0519,transformer,24,2403004,2403004|2405002,13904,49.34663,18.56118,0
GRID-0520,transformer,14,1415003,1415003|3221002,4229,52.45383,20.84598,0.77
GRID-0521,MV_line,24,2422004,2422004|1806001|3009003|2001002|0613003,34099,50.42361,19.6052,0.134
GRID-0522,transformer,10,1014005,1014005|2013006,6399,51.23439,19.07125,0.489
GRID-0523,line_110kV,04,0417006,0417006|3212001|1414007|1201005|2816005|2425005|2412001|0229003|2432003|1428006|0224003|0619001|2613003|2429003,102821,52.81841,18.62977,0.227
GRID-0524,GPZ,20,2002005,2002005|2004002|1411005|2405005|1807004|1437003|0214006|3014005,37151,53.51576,22.92663,0.547
GRID-0525,line_110kV,14,1420003,1420003|2219006|0211002|2420001|1611007|1438002|0221006|3215006|0613003|1821001|0222003|3006006|2205004|1409004,92338,53.06028,21.34684,0.726
GRID-0526,GPZ,10,1012004,1012004|0621006|0808005|2802001|2409003|1424006|1812006|2427006,44000,50.96532,19.13971,0.345
GRID-0527,transformer,14,1406006,1406006|3032004,14349,51.6843,20.90263,0.547
GRID-0528,GPZ,24,2428001,2428001|2006004|0223003|0809007|0607002|2012006|2815001|0417001,36083,50.25351,19.13055,0.28
GRID-0529,transformer,18,1807005,1807005|2403004,6893,50.27293,21.86958,0.433
GRID-0530,GPZ,22,2208005,2208005|0417003|2411001|0616001|1022001|3033006|1416005|1441003,47297,54.38189,19.43692,0.5
GRID-0531,MV_line,28,2816001,2816001|0229005|2007004|3035004|2602001,36062,53.84353,19.56505,0.376
GRID-0532,transformer,12,1211007,1211007|1424006,15376,49.90276,19.94398,0.214
GRID-0533,line_110kV,10,1018005,1018005|3221006|2207002|1016001|1430006|1423004|0203007|2213001|1207002|0211007|2218001|0623007|1424006|1420002,77851,52.22347,20.01675,0.568
GRID-0534,MV_line,24,2430006,2430006|0604006|1215004|1217004|0211005,23574,50.71004,19.46331,0.433
GRID-0535,line_110kV,16,1611007,1611007|2429004|3210004|2402003|3215004|1802003|3013005|2017005|2603006|3024006|0208003|1811002|1809005|1609001,63013,51.22172,17.57609,0.594
GRID-0536,transformer,18,1813004,1813004|2430004,9179,49.93358,22.60689,0.41
GRID-0537,line_110kV,28,2805005,2805005|2201003|1413005|2210002|0219007|3034002|0416007|2611002|3027003|1812006|0419005|1207004|3005005|2004002,64067,53.64581,19.95476,0.668
GRID-0538,MV_line,14,1441007,1441007|2423003|2434002|0218003|1001002,40306,52.42502,21.08463,0.696
GRID-0539,line_110kV,32,3208003,3208003|3029005|2409005|2218005|0214005|1430001|3024001|2614002|1401003|2008003|3011001|0801001|2010004|0620002,87089,53.51177,14.45339,0.19
GRID-0540,MV_line,06,0604006,0604006|0612006|3033005|1433003|1014004,40590,50.85784,21.77292,1
GRID-0541,transformer,10,1003001,1003001|3019005,21765,51.92007,18.97516,0.423
GRID-0542,MV_line,22,2214001,2214001|2220004|3218002|1427002|1608007,35415,54.35713,18.88575,0.382
GRID-0543,MV_line,18,1825001,1825001|2808001|3009005|3007005|2202006,28524,49.67418,21.98777,0.68
GRID-0544,transformer,12,1217006,1217006|2431006,6712,50.16557,19.32563,0.243
GRID-0545,transformer,14,1431004,1431004|1001006,10084,52.29832,20.2181,0.809
GRID-0546,MV_line,10,1013007,1013007|3007005|1805004|2431006|1010006,22384,51.56586,18.94184,0.548
GRID-0547,MV_line,06,0605004,0605004|2220005|2215002|1020004|0217007,27661,51.40502,22.51027,0.515
GRID-0548,line_110kV,12,1217002,1217002|0418001|3218003|3033005|2214002|0214003|1612002|1410002|1007003|3032005|2601002|0601002|2004006|3219005,95335,50.27779,19.4592,0.628
GRID-0549,MV_line,20,2017006,2017006|1004004|2427005|2004001|1404001,23806,52.7256,23.0098,0.989
GRID-0550,MV_line,10,1012004,1012004|1610006|0801005|1435004|0408007,19978,50.96532,19.13971,0.363
GRID-0551,line_110kV,02,0219001,0219001|2428004|1407003|3220006|2418001|1405004|1013004|2430001|2806004|0613001|3221004|1803006|1003002|1407002,87013,51.05075,16.41712,0.509
GRID-0552,transformer,24,2430005,2430005|0205001,10772,50.58041,19.32753,0.455
GRID-0553,MV_line,02,0219007,0219007|2819006|2436001|2015002|0412002,18849,51.29712,16.58627,0.336
GRID-0554,transformer,22,2219006,2219006|0618006,8998,54.02966,17.70993,0.338
GRID-0555,transformer,30,3008005,3008005|2607003,2953,51.85898,16.82937,0.318
GRID-0556,MV_line,04,0405007,0405007|0224003|1825002|2207006|2814003,18792,53.43578,18.14848,0.737
GRID-0557,MV_line,24,2415004,2415004|0608005|0809003|1417005|3204006,47205,49.6401,19.41268,0.58
GRID-0558,transformer,06,0613003,0613003|2217001,10627,51.16803,21.82717,0.523
GRID-0559,line_110kV,18,1809001,1809001|2608004|1208007|1418006|0604006|1803001|0414003|2427006|2614005|1407002|1416001|1810006|1436006|2418005,56517,50.05127,21.63258,0.537
GRID-0560,transformer,18,1803004,1803004|3032001,3604,50.09006,22.14404,0.344
GRID-0561,MV_line,14,1425001,1425001|0810005|2821003|1432006|0216002,34973,53.03402,21.6028,0.75
GRID-0562,transformer,12,1215003,1215003|1824005,2698,50.09145,19.20483,0.429
GRID-0563,MV_line,14,1434003,1434003|3031005|1442003|2603004|2415003,23242,51.33821,20.99723,0.818
GRID-0564,line_110kV,14,1436004,1436004|0809006|1435001|2014003|1414004|1219003|0217003|1209006|3207002|1441002|0810006|3208001|0208001|1415006,91881,52.72138,19.95686,0.529
GRID-0565,transformer,18,1825005,1825005|2212002,3885,49.56987,22.17725,0.132
GRID-0566,MV_line,26,2604005,2604005|1812001|1001002|3209006|2807002,26945,51.41491,21.91643,0.652
GRID-0567,MV_line,16,1605007,1605007|2610003|1008007|3002005|2608002,28476,50.41132,17.43699,0.602
GRID-0568,MV_line,10,1012005,1012005|0209003|0408007|1810006|1217004,48042,50.93677,19.53588,0.333
GRID-0569,line_110kV,16,1602007,1602007|1426006|0617007|1201002|1820004|2805005|2428005|3032006|0208001|3001006|1219005|1204004|1825003|0220002,100127,50.54897,18.18474,0.467
GRID-0570,MV_line,22,2207002,2207002|2811004|0410003|1422006|3021006,25289,54.56938,19.8413,0.521
GRID-0571,transformer,30,3009002,3009002|0417004,10498,52.2956,15.95422,0.414
GRID-0572,MV_line,04,0403006,0403006|1409001|1407002|1413006|1016007,18972,53.38889,19.00195,0.547
GRID-0573,line_110kV,14,1407003,1407003|1013006|0224004|1419004|3020006|1426003|0601004|1021002|0408002|0801004|2821006|1441002|0406005|1207004,56963,52.36084,20.77155,0.838
GRID-0574,line_110kV,12,1219002,1219002|2604006|2432001|0605004|3010005|0230007|1608005|0413006|1024007|2605005|0616001|2416006|0419006|2604001,53866,50.45026,19.94641,0.49
GRID-0575,GPZ,12,1201004,1201004|1211006|3217004|2611005|1439004|3032005|0206005|3206002,45901,49.46369,19.62841,0.413
GRID-0576,transformer,24,2408004,2408004|2417003,10590,50.07885,18.41449,0.395
GRID-0577,MV_line,10,1023007,1023007|0201003|1411003|2213001|3219005,22420,52.62989,20.66821,0.815
GRID-0578,MV_line,14,1422003,1422003|1802003|2811003|2609001|2816002,40412,52.31246,20.59985,0.78
GRID-0579,transformer,14,1430001,1430001|1418005,5737,52.07193,20.21713,0.557
GRID-0580,line_110kV,30,3007003,3007003|3027002|2808004|1602005|2415004|0613002|1016005|2612001|0204006|1608006|2813001|2436003|2803004|1005004,74963,51.70989,17.06905,0
GRID-0581,GPZ,10,1014005,1014005|1442002|0603003|2417005|1810006|3011006|1016007|1023002,23444,51.23439,19.07125,0.43
GRID-0582,transformer,06,0611005,0611005|1601006,8084,51.77352,21.91469,0.875
GRID-0583,MV_line,28,2807005,2807005|2601002|0608002|1439005|1209001,27266,53.75764,21.1414,0.97
GRID-0584,MV_line,30,3033006,3033006|1001004|1022003|2205004|1010004,47235,52.02302,16.95794,0.538
GRID-0585,MV_line,10,1002003,1002003|1612004|2817005|2602004|3215004,33230,51.95877,20.00527,0.36
GRID-0586,transformer,22,2219005,2219005|1219006,8675,54.06925,17.84406,0.463
GRID-0587,MV_line,14,1417006,1417006|2005002|0808006|1601002|1805002,11633,51.85592,21.33214,0.758
GRID-0588,transformer,18,1818005,1818005|2422002,16476,50.56643,22.30799,0.451
GRID-0589,MV_line,16,1602002,1602002|2219006|0204003|2211001|0403003,55735,50.79929,18.00301,0.245
GRID-0590,MV_line,22,2214002,2214002|2427001|1424004|0212003|1204003,20890,54.35034,18.79012,0.249
GRID-0591,MV_line,12,1208001,1208001|1436004|2007001|0214006|1610003,19003,51.06969,19.38136,0.195
GRID-0592,transformer,24,2407001,2407001|3025001,7412,50.82198,19.72,0.451
GRID-0593,transformer,30,3026003,3026003|2808004,8093,52.08622,16.67689,0.29
GRID-0594,transformer,24,2415004,2415004|0414004,24044,49.6401,19.41268,0.51
GRID-0595,line_110kV,14,1406002,1406002|3213006|2435006|0227007|2201003|2611004|1410002|1427007|3209002|2008002|0405005|0607003|0403006|1811001,91157,51.44857,20.57749,0.678
GRID-0596,MV_line,14,1425004,1425004|1430003|0612007|2601002|0802005,26533,52.46657,21.45603,0.376
GRID-0597,MV_line,04,0414003,0414003|0812006|0812001|3211005|1438007,16845,52.91722,18.46442,0.33
GRID-0598,line_110kV,32,3201001,3201001|2414003|1407004|1801006|3035001|3017002|1416004|3024002|3006005|1434004|0213006|0806002|0410006|1605005,98850,53.36265,13.74277,0.06
GRID-0599,transformer,18,1823005,1823005|1211005,12901,50.18951,22.64744,0.285
GRID-0600,MV_line,10,1017006,1017006|2429005|1824003|1804007|1202004,56138,51.62219,20.18821,0.51
