gmina_code,powiat_code,voivodeship_code,gmina_name,gmina_type,population,population_density,lat,lon,rurality_index
1441002,1441,14,gmina mazowieckie-miejski-41-02,miejska,22770,204.5,52.68509,21.52428,0.08
1441003,1441,14,gmina mazowieckie-miejski-41-03,wiejska,9454,31.9,52.5326,20.79562,1
1441004,1441,14,gmina mazowieckie-miejski-41-04,miejsko-wiejska,6817,41.8,52.67788,21.13174,0.45
1441005,1441,14,gmina mazowieckie-miejski-41-05,wiejska,4372,23.3,52.72756,21.20561,1
1441006,1441,14,gmina mazowieckie-miejski-41-06,miejska,29833,205.0,52.71008,20.56434,0.08
1441007,1441,14,gmina mazowieckie-miejski-41-07,wiejska,10273,21.8,52.42502,21.08463,1
1442001,1442,14,gmina mazowieckie-północny-42-01,miejska,26771,837.8,52.41343,21.23373,0.08
1442002,1442,14,gmina mazowieckie-północny-42-02,wiejska,8905,29.8,52.29108,21.72107,1
1442003,1442,14,gmina mazowieckie-północny-42-03,wiejska,8900,26.6,52.08381,21.05087,1
1442004,1442,14,gmina mazowieckie-północny-42-04,wiejska,16504,40.8,52.03016,21.15451,1
1442005,1442,14,gmina mazowieckie-północny-42-05,wiejska,18955,57.3,52.24874,20.81416,1
1442006,1442,14,gmina mazowieckie-północny-42-06,wiejska,10725,73.2,52.07526,21.35291,1
1442007,1442,14,gmina mazowieckie-północny-42-07,wiejska,13026,36.1,52.35909,21.26635,1
1601001,1601,16,gmina opolskie-południowy-01-01,wiejska,11190,28.8,50.15368,17.54867,1
1601002,1601,16,gmina opolskie-południowy-01-02,wiejska,5134,28.0,50.41851,17.8773,1
1601003,1601,16,gmina opolskie-południowy-01-03,wiejska,16197,35.2,50.26724,17.8618,1
1601004,1601,16,gmina opolskie-południowy-01-04,wiejska,4790,51.7,50.41054,17.20529,1
1601005,1601,16,gmina opolskie-południowy-01-05,wiejska,36133,125.2,50.30045,18.16579,1
1601006,1601,16,gmina opolskie-południowy-01-06,miejsko-wiejska,6532,78.6,50.31348,18.11622,0.45
1601007,1601,16,gmina opolskie-południowy-01-07,wiejska,7592,23.0,50.51638,17.92419,1
1602001,1602,16,gmina opolskie-wschodni-02-01,miejska,26011,175.7,50.94666,18.168,0.08
1602002,1602,16,gmina opolskie-wschodni-02-02,miejska,28922,483.0,50.79929,18.00301,0.08
1602003,1602,16,gmina opolskie-wschodni-02-03,miejska,22639,166.0,50.49998,18.01767,0.08
1602004,1602,16,gmina opolskie-wschodni-02-04,wiejska,7826,20.9,50.70636,17.9467,1
1602005,1602,16,gmina opolskie-wschodni-02-05,miejsko-wiejska,5159,21.0,50.77723,18.11594,0.45
1602006,1602,16,gmina opolskie-wschodni-02-06,wiejska,6158,13.1,50.52284,18.18144,1
1602007,1602,16,gmina opolskie-wschodni-02-07,wiejska,33158,111.3,50.54897,18.18474,1
1603001,1603,16,gmina opolskie-zachodni-03-01,miejska,20102,152.1,51.16405,17.51902,0.08
1603002,1603,16,gmina opolskie-zachodni-03-02,miejsko-wiejska,6682,27.3,50.96454,17.29082,0.45
1603003,1603,16,gmina opolskie-zachodni-03-03,miejsko-wiejska,5717,27.3,51.30699,17.40178,0.45
1603004,1603,16,gmina opolskie-zachodni-03-04,miejsko-wiejska,11555,72.7,51.17245,17.24345,0.45
1603005,1603,16,gmina opolskie-zachodni-03-05,wiejska,9594,28.9,51.13255,17.37931,1
1603006,1603,16,gmina opolskie-zachodni-03-06,miejska,21221,323.8,51.09748,17.28104,0.08
1603007,1603,16,gmina opolskie-zachodni-03-07,miejsko-wiejska,2509,20.2,51.19577,17.77291,0.45
1604001,1604,16,gmina opolskie-centralny-04-01,miejsko-wiejska,6357,53.7,50.51937,18.75236,0.45
1604002,1604,16,gmina opolskie-centralny-04-02,miejsko-wiejska,9186,150.1,50.63151,18.35864,0.45
1604003,1604,16,gmina opolskie-centralny-04-03,miejsko-wiejska,14390,140.0,50.64834,18.458,0.45
1604004,1604,16,gmina opolskie-centralny-04-04,wiejska,5647,16.5,50.65115,18.80115,1
1604005,1604,16,gmina opolskie-centralny-04-05,wiejska,19776,92.7,50.76796,18.9751,1
1604006,1604,16,gmina opolskie-centralny-04-06,wiejska,11535,50.2,50.77359,18.90794,1
1604007,1604,16,gmina opolskie-centralny-04-07,miejska,40219,354.5,50.55152,18.66533,0.08
1605001,1605,16,gmina opolskie-miejski-05-01,miejska,43624,589.0,50.55386,17.6845,0.08
1605002,1605,16,gmina opolskie-miejski-05-02,wiejska,17042,42.4,50.293,17.53463,1
1605003,1605,16,gmina opolskie-miejski-05-03,miejsko-wiejska,5559,32.9,50.38294,17.68621,0.45
1605004,1605,16,gmina opolskie-miejski-05-04,wiejska,10782,25.9,50.43871,17.88836,1
1605005,1605,16,gmina opolskie-miejski-05-05,wiejska,9045,27.7,50.26391,17.64766,1
1605006,1605,16,gmina opolskie-miejski-05-06,wiejska,5935,14.7,50.57119,17.65624,1
1605007,1605,16,gmina opolskie-miejski-05-07,wiejska,16348,37.9,50.41132,17.43699,1
1606001,1606,16,gmina opolskie-północny-06-01,miejsko-wiejska,13162,51.0,50.82106,18.71989,0.45
1606002,1606,16,gmina opolskie-północny-06-02,wiejska,14132,94.4,50.87633,18.67148,1
1606003,1606,16,gmina opolskie-północny-06-03,miejska,92868,610.2,50.77996,18.32541,0.08
1606004,1606,16,gmina opolskie-północny-06-04,miejsko-wiejska,11581,112.9,50.82893,18.44623,0.45
1606005,1606,16,gmina opolskie-północny-06-05,wiejska,8365,21.6,50.75742,18.38879,1
1606006,1606,16,gmina opolskie-północny-06-06,wiejska,23510,126.5,50.78319,18.20864,1
1606007,1606,16,gmina opolskie-północny-06-07,miejsko-wiejska,12636,50.0,50.97182,18.40102,0.45
1607001,1607,16,gmina opolskie-południowy-07-01,wiejska,11569,86.2,50.7677,18.68744,1
1607002,1607,16,gmina opolskie-południowy-07-02,wiejska,8401,25.5,50.75857,18.57798,1
1607003,1607,16,gmina opolskie-południowy-07-03,miejsko-wiejska,6971,53.9,51.02961,18.41414,0.45
1607004,1607,16,gmina opolskie-południowy-07-04,miejsko-wiejska,3711,31.2,50.69195,18.79217,0.45
1607005,1607,16,gmina opolskie-południowy-07-05,wiejska,11691,134.6,50.76781,18.50635,1
1607006,1607,16,gmina opolskie-południowy-07-06,wiejska,6964,21.3,50.51423,18.42189,1
1607007,1607,16,gmina opolskie-południowy-07-07,wiejska,4042,25.8,50.73378,18.74092,1
1608001,1608,16,gmina opolskie-wschodni-08-01,wiejska,2590,21.7,51.10517,17.86284,1
1608002,1608,16,gmina opolskie-wschodni-08-02,wiejska,17313,79.4,51.12678,18.20305,1
1608003,1608,16,gmina opolskie-wschodni-08-03,wiejska,15526,48.1,50.7528,18.48817,1
1608004,1608,16,gmina opolskie-wschodni-08-04,wiejska,2641,12,51.00077,18.38636,1
1608005,1608,16,gmina opolskie-wschodni-08-05,wiejska,4604,28.9,50.85178,18.58649,1
1608006,1608,16,gmina opolskie-wschodni-08-06,miejsko-wiejska,6287,22.4,51.21697,18.35088,0.45
1608007,1608,16,gmina opolskie-wschodni-08-07,miejsko-wiejska,26442,136.7,50.9298,18.3477,0.45
1609001,1609,16,gmina opolskie-zachodni-09-01,miejsko-wiejska,8734,31.5,50.96306,19.21194,0.45
1609002,1609,16,gmina opolskie-zachodni-09-02,miejsko-wiejska,7158,87.8,51.06711,19.18088,0.45
1609003,1609,16,gmina opolskie-zachodni-09-03,miejsko-wiejska,6342,46.3,50.84411,18.92783,0.45
1609004,1609,16,gmina opolskie-zachodni-09-04,wiejska,5088,24.7,50.88577,19.307,1
1609005,1609,16,gmina opolskie-zachodni-09-05,wiejska,1800,12,50.8912,19.09355,1
1609006,1609,16,gmina opolskie-zachodni-09-06,miejsko-wiejska,9065,70.5,50.6557,19.34621,0.45
1609007,1609,16,gmina opolskie-zachodni-09-07,miejska,31278,630.1,50.79462,18.91564,0.08
1610001,1610,16,gmina opolskie-centralny-10-01,miejska,30909,800.8,50.64642,16.54916,0.08
1610002,1610,16,gmina opolskie-centralny-10-02,wiejska,9316,24.3,50.72573,16.90727,1
1610003,1610,16,gmina opolskie-centralny-10-03,miejska,4225,32.9,50.50162,16.54215,0.08
1610004,1610,16,gmina opolskie-centralny-10-04,wiejska,7209,29.2,50.42515,16.92488,1
1610005,1610,16,gmina opolskie-centralny-10-05,wiejska,13007,156.0,50.51793,16.62177,1
1610006,1610,16,gmina opolskie-centralny-10-06,wiejska,15307,71.1,50.74978,16.76832,1
1610007,1610,16,gmina opolskie-centralny-10-07,miejska,25351,246.9,50.60443,16.90851,0.08
1611001,1611,16,gmina opolskie-miejski-11-01,miejsko-wiejska,3538,23.4,51.3203,17.53239,0.45
1611002,1611,16,gmina opolskie-miejski-11-02,wiejska,13765,29.3,51.35122,17.93977,1
1611003,1611,16,gmina opolskie-miejski-11-03,miejska,65694,811.5,51.27342,17.53383,0.08
1611004,1611,16,gmina opolskie-miejski-11-04,miejsko-wiejska,6715,32.3,51.21275,17.78461,0.45
1611005,1611,16,gmina opolskie-miejski-11-05,miejska,100968,1692.0,51.14829,17.40622,0.08
1611006,1611,16,gmina opolskie-miejski-11-06,wiejska,13114,97.1,51.41484,17.55222,1
1611007,1611,16,gmina opolskie-miejski-11-07,wiejska,13561,55.5,51.22172,17.57609,1
1612001,1612,16,gmina opolskie-północny-12-01,wiejska,3857,12,50.72942,18.73626,1
1612002,1612,16,gmina opolskie-północny-12-02,miejska,19286,172.0,50.71292,18.81846,0.08
1612003,1612,16,gmina opolskie-północny-12-03,miejsko-wiejska,5867,23.3,50.75965,18.71007,0.45
1612004,1612,16,gmina opolskie-północny-12-04,miejsko-wiejska,22439,257.6,50.81827,18.74972,0.45
1612005,1612,16,gmina opolskie-północny-12-05,wiejska,3964,15.7,50.61092,18.38046,1
1612006,1612,16,gmina opolskie-północny-12-06,miejsko-wiejska,13268,156.3,50.75053,18.15356,0.45
1612007,1612,16,gmina opolskie-północny-12-07,wiejska,28980,142.3,50.98721,18.35939,1
1801001,1801,18,gmina podkarpackie-południowy-01-01,miejsko-wiejska,4896,29.3,49.43459,21.11336,0.45
1801002,1801,18,gmina podkarpackie-południowy-01-02,wiejska,4166,37.5,49.48442,21.43965,1
1801003,1801,18,gmina podkarpackie-południowy-01-03,wiejska,24920,82.2,49.4174,21.07951,1
1801004,1801,18,gmina podkarpackie-południowy-01-04,wiejska,6583,16.8,49.44687,21.49465,1
1801005,1801,18,gmina podkarpackie-południowy-01-05,miejsko-wiejska,14979,53.5,49.51096,21.30365,0.45
1801006,1801,18,gmina podkarpackie-południowy-01-06,wiejska,6625,40.9,49.32395,21.62521,1
1801007,1801,18,gmina podkarpackie-południowy-01-07,wiejska,9804,22.2,49.35967,21.75187,1
1802001,1802,18,gmina podkarpackie-wschodni-02-01,wiejska,18198,102.4,49.35868,21.52467,1
1802002,1802,18,gmina podkarpackie-wschodni-02-02,miejsko-wiejska,8870,40.6,49.44417,21.82461,0.45
1802003,1802,18,gmina podkarpackie-wschodni-02-03,wiejska,3588,12,49.33353,21.48461,1
1802004,1802,18,gmina podkarpackie-wschodni-02-04,wiejska,27974,166.2,49.50483,21.51564,1
1802005,1802,18,gmina podkarpackie-wschodni-02-05,wiejska,6785,18.5,49.48532,21.65162,1
1802006,1802,18,gmina podkarpackie-wschodni-02-06,miejsko-wiejska,17985,76.9,49.3745,21.59384,0.45
1802007,1802,18,gmina podkarpackie-wschodni-02-07,miejsko-wiejska,14086,56.3,49.47984,21.55954,0.45
1803001,1803,18,gmina podkarpackie-zachodni-03-01,wiejska,4203,19.8,50.15068,22.54889,1
1803002,1803,18,gmina podkarpackie-zachodni-03-02,wiejska,22886,52.4,50.4025,22.28057,1
1803003,1803,18,gmina podkarpackie-zachodni-03-03,wiejska,14633,36.9,50.10531,22.16635,1
1803004,1803,18,gmina podkarpackie-zachodni-03-04,wiejska,2258,14.0,50.09006,22.14404,1
1803005,1803,18,gmina podkarpackie-zachodni-03-05,miejska,12944,113.4,50.37868,22.66518,0.08
1803006,1803,18,gmina podkarpackie-zachodni-03-06,miejsko-wiejska,2893,33.1,50.04294,22.4662,0.45
1803007,1803,18,gmina podkarpackie-zachodni-03-07,wiejska,9678,27.5,50.17577,22.20236,1
1804001,1804,18,gmina podkarpackie-centralny-04-01,wiejska,22044,80.8,50.18536,20.74293,1
1804002,1804,18,gmina podkarpackie-centralny-04-02,wiejska,7774,18.5,50.26412,20.8905,1
1804003,1804,18,gmina podkarpackie-centralny-04-03,miejska,22151,165.9,50.31031,21.26695,0.08
1804004,1804,18,gmina podkarpackie-centralny-04-04,wiejska,5033,17.9,49.7921,21.02769,1
1804005,1804,18,gmina podkarpackie-centralny-04-05,wiejska,8288,33.3,49.87202,21.15437,1
1804006,1804,18,gmina podkarpackie-centralny-04-06,miejsko-wiejska,15153,58.6,50.13248,21.23486,0.45
1804007,1804,18,gmina podkarpackie-centralny-04-07,wiejska,23456,121.6,50.08439,21.37687,1
1805001,1805,18,gmina podkarpackie-miejski-05-01,miejsko-wiejska,3560,21.2,49.18604,21.99013,0.45
1805002,1805,18,gmina podkarpackie-miejski-05-02,wiejska,6108,16.1,49.22397,22.12964,1
1805003,1805,18,gmina podkarpackie-miejski-05-03,miejska,16912,186.4,49.30101,21.88024,0.08
1805004,1805,18,gmina podkarpackie-miejski-05-04,miejsko-wiejska,8866,50.9,49.1146,21.73637,0.45
1805005,1805,18,gmina podkarpackie-miejski-05-05,wiejska,19431,77.4,49.24529,21.91804,1
1805006,1805,18,gmina podkarpackie-miejski-05-06,miejsko-wiejska,5498,19.5,49.24143,22.06745,0.45
1805007,1805,18,gmina podkarpackie-miejski-05-07,wiejska,12989,65.7,49.12116,21.9108,1
1806001,1806,18,gmina podkarpackie-północny-06-01,miejsko-wiejska,14193,64.9,49.99895,22.19581,0.45
1806002,1806,18,gmina podkarpackie-północny-06-02,miejska,27247,563.1,49.82359,22.19904,0.08
1806003,1806,18,gmina podkarpackie-północny-06-03,miejska,26407,176.1,49.74119,22.22994,0.08
1806004,1806,18,gmina podkarpackie-północny-06-04,wiejska,8154,39.5,49.80875,22.57815,1
1806005,1806,18,gmina podkarpackie-północny-06-05,miejsko-wiejska,7353,30.7,49.80021,22.01566,0.45
1806006,1806,18,gmina podkarpackie-północny-06-06,wiejska,4260,29.4,49.95703,22.2467,1
1806007,1806,18,gmina podkarpackie-północny-06-07,miejsko-wiejska,6000,62.2,50.00687,22.47863,0.45
1807001,1807,18,gmina podkarpackie-południowy-07-01,miejska,15852,146.0,50.48439,22.11944,0.08
1807002,1807,18,gmina podkarpackie-południowy-07-02,wiejska,6864,27.3,50.38762,21.97317,1
1807003,1807,18,gmina podkarpackie-południowy-07-03,wiejska,9284,36.0,50.12751,22.07825,1
1807004,1807,18,gmina podkarpackie-południowy-07-04,wiejska,4060,18.9,50.19917,22.16191,1
1807005,1807,18,gmina podkarpackie-południowy-07-05,wiejska,6636,58.6,50.27293,21.86958,1
1807006,1807,18,gmina podkarpackie-południowy-07-06,miejska,35096,410.5,50.25724,22.03955,0.08
1808001,1808,18,gmina podkarpackie-wschodni-08-01,miejsko-wiejska,10214,134.3,50.35327,22.68441,0.45
1808002,1808,18,gmina podkarpackie-wschodni-08-02,wiejska,7509,26.8,50.37808,22.42223,1
1808003,1808,18,gmina podkarpackie-wschodni-08-03,wiejska,14831,53.9,50.35646,22.58902,1
1808004,1808,18,gmina podkarpackie-wschodni-08-04,miejska,39573,719.5,50.32267,21.89555,0.08
1808005,1808,18,gmina podkarpackie-wschodni-08-05,wiejska,17401,49.8,50.29776,21.97167,1
1808006,1808,18,gmina podkarpackie-wschodni-08-06,wiejska,5774,21.1,50.30126,22.02541,1
1809001,1809,18,gmina podkarpackie-zachodni-09-01,miejska,13226,153.5,50.05127,21.63258,0.08
1809002,1809,18,gmina podkarpackie-zachodni-09-02,miejska,49401,899.5,50.38989,21.48328,0.08
1809003,1809,18,gmina podkarpackie-zachodni-09-03,miejsko-wiejska,6991,38.2,50.32031,21.98998,0.45
1809004,1809,18,gmina podkarpackie-zachodni-09-04,wiejska,2718,12,50.35319,21.35198,1
1809005,1809,18,gmina podkarpackie-zachodni-09-05,wiejska,11514,90.8,50.21081,21.71148,1
1809006,1809,18,gmina podkarpackie-zachodni-09-06,wiejska,24143,110.9,50.19398,21.5166,1
1810001,1810,18,gmina podkarpackie-centralny-10-01,wiejska,4580,12.4,49.76714,22.06277,1
1810002,1810,18,gmina podkarpackie-centralny-10-02,miejska,28671,261.1,49.96533,22.56984,0.08
1810003,1810,18,gmina podkarpackie-centralny-10-03,miejsko-wiejska,7514,36.0,50.05359,22.15136,0.45
1810004,1810,18,gmina podkarpackie-centralny-10-04,miejsko-wiejska,19779,373.7,49.90194,21.78716,0.45
1810005,1810,18,gmina podkarpackie-centralny-10-05,miejska,9855,97.9,49.97727,21.86303,0.08
1810006,1810,18,gmina podkarpackie-centralny-10-06,miejsko-wiejska,17649,68.0,49.90245,21.95634,0.45
1811001,1811,18,gmina podkarpackie-miejski-11-01,wiejska,11917,119.1,50.19355,21.99734,1
1811002,1811,18,gmina podkarpackie-miejski-11-02,wiejska,10095,72.2,50.38877,21.78505,1
1811003,1811,18,gmina podkarpackie-miejski-11-03,miejska,34114,397.4,50.56025,21.67911,0.08
1811004,1811,18,gmina podkarpackie-miejski-11-04,wiejska,21263,106.0,50.40865,21.9156,1
1811005,1811,18,gmina podkarpackie-miejski-11-05,wiejska,16498,98.4,50.44088,22.1158,1
1811006,1811,18,gmina podkarpackie-miejski-11-06,miejska,22916,250.9,50.24899,21.72108,0.08
1812001,1812,18,gmina podkarpackie-północny-12-01,wiejska,23413,65.5,50.08499,22.14375,1
1812002,1812,18,gmina podkarpackie-północny-12-02,miejsko-wiejska,11934,150.4,50.14399,21.87652,0.45
1812003,1812,18,gmina podkarpackie-północny-12-03,miejska,17861,128.2,49.98515,21.97708,0.08
1812004,1812,18,gmina podkarpackie-północny-12-04,miejsko-wiejska,9902,88.5,50.1512,21.69273,0.45
1812005,1812,18,gmina podkarpackie-północny-12-05,wiejska,12723,35.0,50.25947,22.22719,1
1812006,1812,18,gmina podkarpackie-północny-12-06,miejsko-wiejska,20353,81.2,50.13363,21.92965,0.45
1813001,1813,18,gmina podkarpackie-południowy-13-01,miejsko-wiejska,7757,30.5,50.00157,22.45444,0.45
1813002,1813,18,gmina podkarpackie-południowy-13-02,wiejska,26552,102.6,50.09549,22.22816,1
1813003,1813,18,gmina podkarpackie-południowy-13-03,miejska,14223,173.7,50.08538,22.28391,0.08
1813004,1813,18,gmina podkarpackie-południowy-13-04,wiejska,8224,25.5,49.93358,22.60689,1
1813005,1813,18,gmina podkarpackie-południowy-13-05,miejska,20544,190.1,49.81975,22.33954,0.08
1813006,1813,18,gmina podkarpackie-południowy-13-06,wiejska,24101,63.8,49.83505,22.39958,1
1814001,1814,18,gmina podkarpackie-wschodni-14-01,wiejska,3009,12,49.40588,21.26129,1
1814002,1814,18,gmina podkarpackie-wschodni-14-02,wiejska,26166,143.5,49.23832,21.4023,1
1814003,1814,18,gmina podkarpackie-wschodni-14-03,wiejska,1800,12,49.23676,21.55443,1
1814004,1814,18,gmina podkarpackie-wschodni-14-04,miejsko-wiejska,14736,60.9,49.3917,21.23972,0.45
1814005,1814,18,gmina podkarpackie-wschodni-14-05,wiejska,4625,19.6,49.21831,21.56386,1
1814006,1814,18,gmina podkarpackie-wschodni-14-06,wiejska,10008,69.4,49.35072,21.48366,1
1815001,1815,18,gmina podkarpackie-zachodni-15-01,wiejska,13171,78.3,49.50981,20.74669,1
1815002,1815,18,gmina podkarpackie-zachodni-15-02,miejsko-wiejska,17470,157.0,49.44076,21.02639,0.45
1815003,1815,18,gmina podkarpackie-zachodni-15-03,miejska,73540,1737.4,49.38234,20.97988,0.08
1815004,1815,18,gmina podkarpackie-zachodni-15-04,wiejska,13309,71.5,49.39815,20.77622,1
1815005,1815,18,gmina podkarpackie-zachodni-15-05,miejsko-wiejska,7994,52.5,49.45226,20.76429,0.45
1815006,1815,18,gmina podkarpackie-zachodni-15-06,wiejska,6420,20.7,49.59143,20.89109,1
1816001,1816,18,gmina podkarpackie-centralny-16-01,wiejska,6827,64.7,49.75162,22.18976,1
1816002,1816,18,gmina podkarpackie-centralny-16-02,wiejska,12296,66.6,50.05349,22.6745,1
1816003,1816,18,gmina podkarpackie-centralny-16-03,wiejska,12593,54.1,49.76191,22.23153,1
1816004,1816,18,gmina podkarpackie-centralny-16-04,miejsko-wiejska,2756,21.0,49.73653,22.03319,0.45
1816005,1816,18,gmina podkarpackie-centralny-16-05,miejska,19197,645.9,49.71641,22.29308,0.08
1816006,1816,18,gmina podkarpackie-centralny-16-06,wiejska,6556,14.0,49.82172,22.31134,1
1817001,1817,18,gmina podkarpackie-miejski-17-01,wiejska,7766,33.9,49.79959,21.97034,1
1817002,1817,18,gmina podkarpackie-miejski-17-02,miejska,50338,628.3,49.76038,22.10101,0.08
1817003,1817,18,gmina podkarpackie-miejski-17-03,wiejska,8718,21.1,49.88685,22.26502,1
1817004,1817,18,gmina podkarpackie-miejski-17-04,wiejska,10718,40.0,50.04187,22.36959,1
1817005,1817,18,gmina podkarpackie-miejski-17-05,wiejska,45984,222.0,49.91131,22.28405,1
1817006,1817,18,gmina podkarpackie-miejski-17-06,wiejska,5728,42.3,49.81401,22.18042,1
1818001,1818,18,gmina podkarpackie-północny-18-01,wiejska,5408,20.8,50.46352,22.70544,1
1818002,1818,18,gmina podkarpackie-północny-18-02,miejska,8143,62.3,50.27623,22.5713,0.08
1818003,1818,18,gmina podkarpackie-północny-18-03,wiejska,10477,24.5,50.54173,22.86573,1
1818004,1818,18,gmina podkarpackie-północny-18-04,wiejska,15749,150.3,50.43906,22.92811,1
1818005,1818,18,gmina podkarpackie-północny-18-05,miejsko-wiejska,14328,122.7,50.56643,22.30799,0.45
1818006,1818,18,gmina podkarpackie-północny-18-06,miejska,22469,231.9,50.55222,23.01308,0.08
1819001,1819,18,gmina podkarpackie-południowy-19-01,miejsko-wiejska,3297,41.6,49.83316,22.53905,0.45
1819002,1819,18,gmina podkarpackie-południowy-19-02,miejska,23265,248.3,49.78672,22.86145,0.08
1819003,1819,18,gmina podkarpackie-południowy-19-03,wiejska,12347,29.6,49.92172,22.73735,1
1819004,1819,18,gmina podkarpackie-południowy-19-04,wiejska,7951,19.4,49.63362,22.57222,1
1819005,1819,18,gmina podkarpackie-południowy-19-05,wiejska,8130,31.6,49.94273,22.72178,1
1819006,1819,18,gmina podkarpackie-południowy-19-06,wiejska,5389,40.7,50.04911,22.70194,1
1820001,1820,18,gmina podkarpackie-wschodni-20-01,miejsko-wiejska,6118,52.9,50.03412,21.22617,0.45
1820002,1820,18,gmina podkarpackie-wschodni-20-02,wiejska,10787,36.7,50.18639,21.64582,1
1820003,1820,18,gmina podkarpackie-wschodni-20-03,miejsko-wiejska,16738,59.1,49.99044,21.31579,0.45
1820004,1820,18,gmina podkarpackie-wschodni-20-04,miejsko-wiejska,5233,40.5,50.21351,21.33277,0.45
1820005,1820,18,gmina podkarpackie-wschodni-20-05,wiejska,6098,71.6,50.10528,21.22266,1
1820006,1820,18,gmina podkarpackie-wschodni-20-06,wiejska,2999,12,49.80113,21.45901,1
1821001,1821,18,gmina podkarpackie-zachodni-21-01,miejsko-wiejska,8959,78.1,49.75712,21.11986,0.45
1821002,1821,18,gmina podkarpackie-zachodni-21-02,miejska,45416,1234.9,49.69649,21.19249,0.08
1821003,1821,18,gmina podkarpackie-zachodni-21-03,miejsko-wiejska,10275,95.0,49.86849,21.40432,0.45
1821004,1821,18,gmina podkarpackie-zachodni-21-04,wiejska,5549,16.0,49.74588,21.15986,1
1821005,1821,18,gmina podkarpackie-zachodni-21-05,wiejska,4337,16.2,49.88013,21.13068,1
1821006,1821,18,gmina podkarpackie-zachodni-21-06,wiejska,12062,38.9,49.86051,20.94372,1
1822001,1822,18,gmina podkarpackie-centralny-22-01,miejsko-wiejska,7403,52.1,49.73735,21.68997,0.45
1822002,1822,18,gmina podkarpackie-centralny-22-02,wiejska,1800,12,49.65518,21.81459,1
1822003,1822,18,gmina podkarpackie-centralny-22-03,wiejska,23015,217.9,49.67229,21.79726,1
1822004,1822,18,gmina podkarpackie-centralny-22-04,wiejska,16068,44.3,49.64568,21.60702,1
1822005,1822,18,gmina podkarpackie-centralny-22-05,wiejska,19530,54.1,49.57761,21.78249,1
1822006,1822,18,gmina podkarpackie-centralny-22-06,wiejska,11114,29.0,49.59837,21.68532,1
1823001,1823,18,gmina podkarpackie-miejski-23-01,wiejska,9998,41.5,50.25091,22.70593,1
1823002,1823,18,gmina podkarpackie-miejski-23-02,wiejska,8502,19.9,50.26676,22.9822,1
1823003,1823,18,gmina podkarpackie-miejski-23-03,miejska,42777,533.8,50.37169,22.9031,0.08
1823004,1823,18,gmina podkarpackie-miejski-23-04,wiejska,5701,26.6,50.23418,22.94996,1
1823005,1823,18,gmina podkarpackie-miejski-23-05,wiejska,4976,15.1,50.18951,22.64744,1
1823006,1823,18,gmina podkarpackie-miejski-23-06,wiejska,13467,39.7,50.20492,22.74953,1
1824001,1824,18,gmina podkarpackie-północny-24-01,miejsko-wiejska,10533,56.3,49.4264,22.17726,0.45
1824002,1824,18,gmina podkarpackie-północny-24-02,miejska,52282,498.5,49.71079,22.656,0.08
1824003,1824,18,gmina podkarpackie-północny-24-03,wiejska,1800,12,49.3885,22.1684,1
1824004,1824,18,gmina podkarpackie-północny-24-04,miejsko-wiejska,6251,98.7,49.46126,22.0521,0.45
1824005,1824,18,gmina podkarpackie-północny-24-05,wiejska,7282,20.4,49.33272,21.91974,1
1824006,1824,18,gmina podkarpackie-północny-24-06,miejsko-wiejska,27875,144.0,49.45829,22.14446,0.45
1825001,1825,18,gmina podkarpackie-południowy-25-01,wiejska,11382,25.0,49.67418,21.98777,1
1825002,1825,18,gmina podkarpackie-południowy-25-02,miejsko-wiejska,3435,23.3,49.5724,21.95113,0.45
1825003,1825,18,gmina podkarpackie-południowy-25-03,miejska,44711,657.9,49.78379,22.58879,0.08
1825004,1825,18,gmina podkarpackie-południowy-25-04,wiejska,6947,15.9,49.45676,22.37334,1
1825005,1825,18,gmina podkarpackie-południowy-25-05,miejsko-wiejska,5949,44.2,49.56987,22.17725,0.45
1825006,1825,18,gmina podkarpackie-południowy-25-06,wiejska,6623,21.9,49.51035,22.57338,1
2001001,2001,20,gmina podlaskie-południowy-01-01,miejsko-wiejska,3563,26.7,52.92821,22.19282,0.45
2001002,2001,20,gmina podlaskie-południowy-01-02,wiejska,5979,28.5,53.14635,22.46297,1
2001003,2001,20,gmina podlaskie-południowy-01-03,wiejska,16951,50.3,53.0723,22.05223,1
2001004,2001,20,gmina podlaskie-południowy-01-04,miejska,14548,98.6,52.99768,22.23793,0.08
2001005,2001,20,gmina podlaskie-południowy-01-05,wiejska,2476,12,53.23211,22.39494,1
2001006,2001,20,gmina podlaskie-południowy-01-06,miejsko-wiejska,5637,56.3,53.10537,21.77586,0.45
2002001,2002,20,gmina podlaskie-wschodni-02-01,wiejska,16127,184.9,53.67251,22.5564,1
2002002,2002,20,gmina podlaskie-wschodni-02-02,wiejska,14317,49.7,53.41302,22.62068,1
2002003,2002,20,gmina podlaskie-wschodni-02-03,wiejska,11723,29.2,53.66697,23.0487,1
2002004,2002,20,gmina podlaskie-wschodni-02-04,miejska,18616,253.9,53.28853,23.13243,0.08
2002005,2002,20,gmina podlaskie-wschodni-02-05,wiejska,5001,13.5,53.51576,22.92663,1
2002006,2002,20,gmina podlaskie-wschodni-02-06,wiejska,6699,21.3,53.45089,22.80079,1
2003001,2003,20,gmina podlaskie-zachodni-03-01,miejska,41420,456.1,52.80132,22.71961,0.08
