gmina_code,population,share_75_plus,single_senior_households,home_oxygen_patients,dialysis_patients,disability_share,care_facility_pressure,children_facilities,electric_heating_pct,no_alt_heat_buildings_pct,energy_poverty_pct,remote_rurality,telecom_gap_pct,rescue_travel_time_min,vulnerable_population_est,share_75_plus_norm,single_senior_households_norm,home_oxygen_patients_norm,dialysis_patients_norm,disability_share_norm,care_facility_pressure_norm,children_facilities_norm,electric_heating_pct_norm,no_alt_heat_buildings_pct_norm,energy_poverty_pct_norm,remote_rurality_norm,telecom_gap_pct_norm,rescue_travel_time_min_norm,iwl_score
1823006,13467,0.1198,0.1024,10,4,0.1345,0.258,5,0.1004,0.223,0.1485,0.8822,0.136,34.8,2335,0.4209,0.6522,0.101,0.1053,0.5504,0.3123,0.0926,0.2512,0.3712,0.5038,0.8822,0.3501,0.5274,65.1
0222007,3167,0.1649,0.0729,1,0,0.1346,0.3891,2,0.1844,0.1347,0.0793,1.0,0.1789,33.1,537,0.6747,0.4321,0.0101,0.0,0.551,0.4711,0.037,0.5136,0.2013,0.2426,1.0,0.4605,0.4973,65.1
1007007,15842,0.1492,0.0775,7,3,0.1355,0.1687,5,0.1516,0.1084,0.1338,1.0,0.2685,25.5,2909,0.5864,0.4664,0.0707,0.0789,0.5562,0.2042,0.0926,0.4111,0.1508,0.4483,1.0,0.6911,0.3628,65.09
0618003,4132,0.154,0.0736,2,1,0.1201,0.0095,0,0.2192,0.3937,0.1388,0.352,0.2542,29.5,756,0.6134,0.4373,0.0202,0.0263,0.4665,0.0115,0.0,0.6223,0.6994,0.4672,0.352,0.6543,0.4336,65.08
2614006,3968,0.1421,0.0678,3,1,0.0922,0.5606,2,0.179,0.2261,0.0664,1.0,0.1317,44.8,547,0.5464,0.394,0.0303,0.0263,0.304,0.6787,0.037,0.4967,0.3771,0.194,1.0,0.339,0.7044,65.08
2403005,8004,0.1485,0.0788,6,0,0.1401,0.3081,3,0.1554,0.1588,0.1156,0.9689,0.1619,35.8,1422,0.5824,0.4761,0.0606,0.0,0.583,0.373,0.0556,0.423,0.2477,0.3796,0.9689,0.4167,0.5451,65.07
0404002,5803,0.1145,0.0929,6,0,0.1355,0.4358,2,0.1241,0.2038,0.065,1.0,0.2671,30.8,797,0.3911,0.5813,0.0606,0.0,0.5562,0.5276,0.037,0.3252,0.3342,0.1887,1.0,0.6875,0.4566,65.07
1825004,6947,0.1632,0.0697,3,0,0.1189,0.3372,2,0.1475,0.239,0.1149,0.9297,0.155,37.9,1234,0.6652,0.4082,0.0303,0.0,0.4595,0.4082,0.037,0.3983,0.4019,0.377,0.9297,0.399,0.5823,65.05
3009001,6862,0.1713,0.0763,3,2,0.163,0.3284,1,0.104,0.1826,0.1104,1.0,0.1217,34.3,1346,0.7107,0.4575,0.0303,0.0526,0.7164,0.3976,0.0185,0.2624,0.2935,0.36,1.0,0.3133,0.5186,65.05
2011001,4841,0.2141,0.0436,5,2,0.1008,0.3364,1,0.1023,0.2923,0.1207,0.4883,0.2868,35.3,981,0.9516,0.2134,0.0505,0.0526,0.3541,0.4073,0.0185,0.2571,0.5044,0.3989,0.4883,0.7382,0.5363,65.04
0419001,21098,0.1401,0.0699,12,5,0.1353,0.239,5,0.1758,0.2387,0.1484,0.7294,0.1646,21.6,3894,0.5352,0.4097,0.1212,0.1316,0.555,0.2893,0.0926,0.4867,0.4013,0.5034,0.7294,0.4237,0.2938,65.02
1612005,3964,0.1164,0.0844,4,2,0.1408,0.2218,1,0.1683,0.3136,0.0891,0.8964,0.169,36.1,596,0.4018,0.5179,0.0404,0.0526,0.5871,0.2685,0.0185,0.4633,0.5454,0.2796,0.8964,0.435,0.5504,65.01
1209006,30165,0.1651,0.078,17,5,0.076,0.4616,4,0.1522,0.1978,0.1355,0.6026,0.1556,29.0,5198,0.6759,0.4701,0.1717,0.1316,0.2097,0.5588,0.0741,0.413,0.3227,0.4547,0.6026,0.4005,0.4248,65.01
2806006,39344,0.1224,0.0677,12,7,0.118,0.6328,13,0.2476,0.1357,0.1381,0.2416,0.1004,29.2,6465,0.4356,0.3933,0.1212,0.1842,0.4543,0.7661,0.2407,0.711,0.2033,0.4645,0.2416,0.2584,0.4283,64.99
2211005,7900,0.1238,0.1024,3,1,0.136,0.1445,4,0.1578,0.1741,0.1386,1.0,0.1845,33.2,1355,0.4434,0.6522,0.0303,0.0263,0.5591,0.1749,0.0741,0.4305,0.2771,0.4664,1.0,0.4749,0.4991,64.94
1203004,7297,0.1465,0.0613,4,1,0.1434,0.39,2,0.1457,0.2505,0.1324,0.9394,0.1726,25.0,1345,0.5712,0.3455,0.0404,0.0263,0.6022,0.4722,0.037,0.3927,0.424,0.443,0.9394,0.4443,0.354,64.94
0812003,15080,0.1145,0.0741,11,4,0.1441,0.0101,1,0.1598,0.2047,0.2008,0.8639,0.2057,33.2,2936,0.3911,0.441,0.1111,0.1053,0.6063,0.0122,0.0185,0.4367,0.336,0.7011,0.8639,0.5295,0.4991,64.93
2601005,6930,0.106,0.0763,5,1,0.118,0.4151,2,0.1486,0.211,0.0952,0.9653,0.2411,42.0,960,0.3433,0.4575,0.0505,0.0263,0.4543,0.5025,0.037,0.4017,0.3481,0.3026,0.9653,0.6206,0.6549,64.92
2403006,4076,0.1445,0.0801,5,1,0.1216,0.2772,0,0.1581,0.2038,0.1298,0.9407,0.1161,44.7,715,0.5599,0.4858,0.0505,0.0263,0.4752,0.3356,0.0,0.4314,0.3342,0.4332,0.9407,0.2988,0.7027,64.91
1605005,9045,0.1346,0.0824,7,2,0.0902,0.0963,1,0.1216,0.3006,0.1359,1.0,0.1673,53.0,1455,0.5042,0.503,0.0707,0.0526,0.2924,0.1166,0.0185,0.3174,0.5204,0.4562,1.0,0.4306,0.8496,64.9
1217001,5821,0.1486,0.0858,5,0,0.1428,0.1578,5,0.1415,0.3235,0.0505,1.0,0.1583,36.8,889,0.583,0.5284,0.0505,0.0,0.5987,0.191,0.0926,0.3796,0.5644,0.134,1.0,0.4075,0.5628,64.87
2203001,9241,0.1435,0.0748,4,4,0.0917,0.1119,3,0.1964,0.2404,0.1208,1.0,0.225,31.1,1480,0.5543,0.4463,0.0404,0.1053,0.3011,0.1355,0.0556,0.5511,0.4046,0.3992,1.0,0.5792,0.4619,64.84
1601003,16197,0.1602,0.0655,15,2,0.1782,0.2928,4,0.1402,0.2493,0.0389,0.8499,0.1231,33.3,2706,0.6483,0.3769,0.1515,0.0526,0.8049,0.3545,0.0741,0.3755,0.4217,0.0902,0.8499,0.3169,0.5009,64.82
1207004,7401,0.1311,0.0956,1,2,0.1192,0.0,3,0.1693,0.26,0.1438,0.8812,0.2098,36.7,1271,0.4845,0.6015,0.0101,0.0526,0.4613,0.0,0.0556,0.4664,0.4423,0.486,0.8812,0.54,0.5611,64.82
2801002,10546,0.1219,0.0493,7,3,0.1334,0.3023,2,0.2177,0.3824,0.1344,0.3815,0.1747,34.4,1776,0.4328,0.256,0.0707,0.0789,0.544,0.366,0.037,0.6176,0.6777,0.4506,0.3815,0.4497,0.5204,64.82
2016002,71609,0.1381,0.0201,40,12,0.144,0.4703,17,0.1426,0.2694,0.1418,0.1957,0.12,21.7,13161,0.5239,0.0381,0.404,0.3158,0.6057,0.5694,0.3148,0.383,0.4604,0.4785,0.1957,0.3089,0.2956,64.77
1823005,4976,0.1273,0.0695,3,0,0.1373,0.26,0,0.1489,0.1932,0.115,1.0,0.267,37.0,819,0.4631,0.4067,0.0303,0.0,0.5667,0.3148,0.0,0.4027,0.3138,0.3774,1.0,0.6873,0.5664,64.74
0813003,9985,0.0932,0.0626,7,3,0.0877,0.288,2,0.2248,0.1986,0.1463,1.0,0.2015,43.5,1412,0.2712,0.3552,0.0707,0.0789,0.2778,0.3487,0.037,0.6398,0.3242,0.4955,1.0,0.5187,0.6814,64.7
0404003,5816,0.1655,0.0839,2,1,0.1762,0.0,2,0.1643,0.2401,0.0665,1.0,0.1297,38.1,1045,0.6781,0.5142,0.0202,0.0263,0.7932,0.0,0.037,0.4508,0.404,0.1943,1.0,0.3338,0.5858,64.69
0214002,6965,0.1338,0.1093,3,1,0.125,0.4165,3,0.1024,0.2052,0.1345,0.9092,0.1735,24.8,1195,0.4997,0.7037,0.0303,0.0263,0.495,0.5042,0.0556,0.2574,0.3369,0.4509,0.9092,0.4466,0.3504,64.67
2407002,15813,0.145,0.091,10,5,0.1005,0.0124,2,0.1412,0.2533,0.0829,0.9439,0.2206,43.2,2356,0.5627,0.5672,0.101,0.1316,0.3524,0.015,0.037,0.3786,0.4294,0.2562,0.9439,0.5678,0.6761,64.66
2614003,9601,0.118,0.0756,3,0,0.1266,0.0,2,0.168,0.318,0.1194,1.0,0.2455,39.9,1510,0.4108,0.4522,0.0303,0.0,0.5044,0.0,0.037,0.4624,0.5538,0.394,1.0,0.6319,0.6177,64.63
1022007,12067,0.1272,0.0723,3,2,0.1175,0.274,5,0.146,0.2465,0.1039,1.0,0.2172,38.5,1846,0.4626,0.4276,0.0303,0.0526,0.4514,0.3317,0.0926,0.3936,0.4163,0.3355,1.0,0.5591,0.5929,64.6
1204003,10378,0.1164,0.0612,8,3,0.1555,0.228,1,0.152,0.2025,0.0779,0.9282,0.2318,46.8,1563,0.4018,0.3448,0.0808,0.0789,0.6727,0.276,0.0185,0.4124,0.3317,0.2374,0.9282,0.5967,0.7398,64.59
1436005,61789,0.1008,0.07,40,21,0.1326,0.1032,14,0.2779,0.2255,0.1007,0.0934,0.1152,9.6,8843,0.314,0.4104,0.404,0.5526,0.5393,0.1249,0.2593,0.8057,0.376,0.3234,0.0934,0.2965,0.0814,64.59
3026006,9463,0.1174,0.0779,7,3,0.0992,0.2354,2,0.1253,0.2116,0.1542,1.0,0.2615,36.4,1533,0.4074,0.4694,0.0707,0.0789,0.3448,0.285,0.037,0.329,0.3492,0.5253,1.0,0.6731,0.5558,64.59
1427002,20692,0.1251,0.0626,7,2,0.134,0.2519,12,0.2539,0.2086,0.1311,0.5148,0.1661,33.3,3488,0.4508,0.3552,0.0707,0.0526,0.5475,0.305,0.2222,0.7307,0.3435,0.4381,0.5148,0.4275,0.5009,64.57
1022003,5072,0.096,0.0552,4,0,0.1294,0.2778,2,0.2015,0.2951,0.1482,1.0,0.1913,33.7,802,0.287,0.3,0.0404,0.0,0.5207,0.3363,0.037,0.567,0.5098,0.5026,1.0,0.4924,0.508,64.51
1018005,4509,0.1384,0.0934,3,1,0.1341,0.1509,0,0.1064,0.2756,0.1084,0.977,0.2019,38.0,754,0.5256,0.5851,0.0303,0.0263,0.548,0.1827,0.0,0.2699,0.4723,0.3525,0.977,0.5197,0.5841,64.51
1807005,6636,0.1025,0.078,3,0,0.1905,0.4435,2,0.1348,0.2544,0.0902,1.0,0.1568,26.0,1058,0.3236,0.4701,0.0303,0.0,0.8765,0.5369,0.037,0.3586,0.4315,0.2838,1.0,0.4036,0.3717,64.49
1219006,10585,0.1167,0.081,10,2,0.145,0.3767,1,0.0771,0.2322,0.1202,0.9593,0.1696,41.6,1737,0.4035,0.4925,0.101,0.0526,0.6115,0.4561,0.0185,0.1784,0.3888,0.397,0.9593,0.4366,0.6478,64.48
1418004,4230,0.1195,0.0843,1,1,0.1234,0.3469,0,0.2134,0.2721,0.1958,0.3738,0.1721,26.2,794,0.4192,0.5172,0.0101,0.0263,0.4857,0.42,0.0,0.6042,0.4656,0.6823,0.3738,0.443,0.3752,64.47
0211005,8891,0.1484,0.0798,7,1,0.1069,0.4865,4,0.0649,0.2626,0.1046,0.7173,0.172,50.9,1438,0.5819,0.4836,0.0707,0.0263,0.3896,0.589,0.0741,0.1403,0.4473,0.3381,0.7173,0.4427,0.8124,64.46
0229007,3938,0.1014,0.098,4,0,0.0896,0.3668,2,0.1203,0.2128,0.1444,0.9468,0.2226,45.5,574,0.3174,0.6194,0.0404,0.0,0.2889,0.4441,0.037,0.3133,0.3515,0.4883,0.9468,0.573,0.7168,64.45
1217006,9007,0.1173,0.0898,6,2,0.1421,0.0,4,0.1781,0.2975,0.0801,0.9389,0.1863,39.4,1325,0.4069,0.5582,0.0606,0.0526,0.5946,0.0,0.0741,0.4939,0.5144,0.2457,0.9389,0.4795,0.6088,64.45
0212001,19850,0.1477,0.0884,14,4,0.1499,0.0,2,0.1813,0.2135,0.0815,0.8577,0.1764,29.1,3319,0.5779,0.5478,0.1414,0.1053,0.6401,0.0,0.037,0.5039,0.3529,0.2509,0.8577,0.4541,0.4265,64.45
0620006,7824,0.1198,0.0355,5,1,0.1318,0.4566,3,0.2066,0.2616,0.1378,0.6558,0.1922,38.3,1313,0.4209,0.153,0.0505,0.0263,0.5347,0.5528,0.0556,0.5829,0.4454,0.4634,0.6558,0.4947,0.5894,64.43
1024007,5058,0.0888,0.0867,1,1,0.1033,0.6571,1,0.188,0.1307,0.1126,1.0,0.174,37.6,659,0.2465,0.5351,0.0101,0.0263,0.3687,0.7955,0.0185,0.5248,0.1937,0.3683,1.0,0.4479,0.577,64.42
2804005,5895,0.1012,0.0906,1,0,0.1361,0.0,0,0.2013,0.3678,0.1319,0.4309,0.2655,41.9,920,0.3163,0.5642,0.0101,0.0,0.5597,0.0,0.0,0.5664,0.6496,0.4411,0.4309,0.6834,0.6531,64.4
1017006,10364,0.1475,0.0664,4,2,0.1248,0.2784,0,0.1074,0.2678,0.1387,0.8068,0.2128,40.0,1874,0.5768,0.3836,0.0404,0.0526,0.4939,0.337,0.0,0.273,0.4573,0.4668,0.8068,0.5477,0.6195,64.39
2204001,7201,0.1267,0.0903,3,1,0.0985,0.2697,3,0.1547,0.2564,0.1372,0.9135,0.1298,44.2,1149,0.4598,0.5619,0.0303,0.0263,0.3407,0.3265,0.0556,0.4208,0.4354,0.4611,0.9135,0.3341,0.6938,64.39
0221003,9716,0.1367,0.056,4,1,0.0975,0.2986,4,0.1654,0.2291,0.1603,0.5696,0.2635,46.5,1690,0.516,0.306,0.0404,0.0263,0.3349,0.3615,0.0741,0.4542,0.3829,0.5483,0.5696,0.6782,0.7345,64.39
2812003,4523,0.1492,0.089,2,1,0.106,0.3732,2,0.1708,0.2223,0.1243,0.5208,0.2662,25.2,766,0.5864,0.5522,0.0202,0.0263,0.3844,0.4518,0.037,0.4711,0.3698,0.4125,0.5208,0.6852,0.3575,64.39
3002002,4926,0.1435,0.0871,5,1,0.1548,0.0,2,0.176,0.3147,0.0815,0.9137,0.1455,33.8,822,0.5543,0.5381,0.0505,0.0263,0.6686,0.0,0.037,0.4873,0.5475,0.2509,0.9137,0.3745,0.5097,64.36
0415003,10332,0.1324,0.073,2,4,0.121,0.1596,1,0.1284,0.2942,0.1151,0.9585,0.1717,46.7,1671,0.4918,0.4328,0.0202,0.1053,0.4718,0.1932,0.0185,0.3386,0.5081,0.3777,0.9585,0.442,0.7381,64.36
0402001,1894,0.153,0.0813,1,0,0.0948,0.2398,1,0.1102,0.3288,0.0953,0.8456,0.2024,49.8,295,0.6078,0.4948,0.0101,0.0,0.3192,0.2903,0.0185,0.2818,0.5746,0.303,0.8456,0.521,0.7929,64.33
1407004,24505,0.0893,0.0887,10,4,0.1094,0.4918,10,0.2192,0.2384,0.1334,0.4941,0.155,25.3,3463,0.2493,0.55,0.101,0.1053,0.4042,0.5954,0.1852,0.6223,0.4008,0.4468,0.4941,0.399,0.3593,64.33
2217003,14478,0.1422,0.0751,7,5,0.138,0.1082,3,0.1389,0.2255,0.1057,1.0,0.1272,44.3,2455,0.547,0.4485,0.0707,0.1316,0.5708,0.131,0.0556,0.3714,0.376,0.3423,1.0,0.3274,0.6956,64.23
2202003,3444,0.1169,0.0907,1,0,0.1096,0.0,1,0.1921,0.1544,0.2195,0.8377,0.1921,46.5,656,0.4046,0.5649,0.0101,0.0,0.4054,0.0,0.0185,0.5376,0.2392,0.7717,0.8377,0.4945,0.7345,64.19
2417003,13013,0.1444,0.065,12,4,0.0996,0.3477,1,0.1379,0.2636,0.109,0.9606,0.1445,36.3,2070,0.5594,0.3731,0.1212,0.1053,0.3471,0.4209,0.0185,0.3683,0.4492,0.3547,0.9606,0.3719,0.554,64.19
3025002,2512,0.1587,0.0722,4,1,0.1176,0.0,0,0.2189,0.1885,0.0995,0.98,0.1808,43.4,427,0.6398,0.4269,0.0404,0.0263,0.452,0.0,0.0,0.6214,0.3048,0.3189,0.98,0.4654,0.6796,64.19
0212004,9425,0.1207,0.0801,5,3,0.1328,0.2324,6,0.1572,0.1722,0.0697,0.9587,0.2624,37.7,1334,0.426,0.4858,0.0505,0.0789,0.5405,0.2814,0.1111,0.4286,0.2735,0.2064,0.9587,0.6754,0.5788,64.18
0420006,14482,0.1435,0.0713,14,3,0.1031,0.1692,6,0.1495,0.1805,0.122,1.0,0.2187,33.4,2389,0.5543,0.4201,0.1414,0.0789,0.3675,0.2048,0.1111,0.4046,0.2894,0.4038,1.0,0.5629,0.5027,64.17
3018003,48689,0.1339,0.071,28,9,0.1098,0.6719,11,0.2664,0.1547,0.0779,0.034,0.0924,17.5,7010,0.5003,0.4179,0.2828,0.2368,0.4065,0.8134,0.2037,0.7698,0.2398,0.2374,0.034,0.2378,0.2212,64.14
0615002,4396,0.132,0.0669,1,2,0.1041,0.182,2,0.2228,0.3443,0.1413,0.5085,0.227,31.2,730,0.4896,0.3873,0.0101,0.0526,0.3733,0.2203,0.037,0.6336,0.6044,0.4766,0.5085,0.5843,0.4637,64.13
0420003,6516,0.1656,0.0707,4,1,0.165,0.1394,0,0.0873,0.2243,0.1603,1.0,0.1846,27.0,1392,0.6787,0.4157,0.0404,0.0263,0.728,0.1688,0.0,0.2102,0.3737,0.5483,1.0,0.4752,0.3894,64.09
2202004,7109,0.1224,0.0951,3,4,0.1242,0.0317,3,0.1209,0.2954,0.146,0.9841,0.1717,36.3,1209,0.4356,0.5978,0.0303,0.1053,0.4904,0.0384,0.0556,0.3152,0.5104,0.4943,0.9841,0.442,0.554,64.09
1017007,9777,0.125,0.073,9,1,0.1314,0.138,3,0.1445,0.218,0.1146,0.9472,0.2044,45.4,1579,0.4502,0.4328,0.0909,0.0263,0.5323,0.1671,0.0556,0.3889,0.3615,0.3758,0.9472,0.5261,0.715,64.06
1607006,6964,0.1201,0.1001,6,2,0.1382,0.0,3,0.1812,0.2473,0.1117,1.0,0.1527,33.0,1116,0.4226,0.6351,0.0606,0.0526,0.5719,0.0,0.0556,0.5036,0.4179,0.3649,1.0,0.3931,0.4956,64.06
3007002,4439,0.1255,0.0898,4,0,0.1096,0.1435,2,0.1851,0.3328,0.063,1.0,0.1854,35.9,592,0.453,0.5582,0.0404,0.0,0.4054,0.1737,0.037,0.5158,0.5823,0.1811,1.0,0.4772,0.5469,64.02
1208007,4978,0.1619,0.0702,3,1,0.1271,0.2672,2,0.1515,0.2399,0.0833,0.9995,0.1712,33.7,834,0.6579,0.4119,0.0303,0.0263,0.5073,0.3235,0.037,0.4108,0.4037,0.2577,0.9995,0.4407,0.508,64.02
1021002,3500,0.1361,0.094,3,0,0.0819,0.5556,1,0.1196,0.2496,0.099,0.9838,0.1543,35.2,503,0.5127,0.5896,0.0303,0.0,0.244,0.6726,0.0185,0.3112,0.4223,0.317,0.9838,0.3972,0.5345,64.0
0604001,8162,0.1179,0.0507,9,2,0.0814,0.6098,2,0.1912,0.2556,0.1194,0.4905,0.2504,37.4,1162,0.4102,0.2664,0.0909,0.0526,0.2411,0.7383,0.037,0.5348,0.4338,0.394,0.4905,0.6445,0.5735,63.99
2425005,5308,0.151,0.0813,2,2,0.1149,0.0,2,0.1621,0.2978,0.1071,0.9776,0.1377,46.1,885,0.5965,0.4948,0.0202,0.0526,0.4362,0.0,0.037,0.4439,0.515,0.3475,0.9776,0.3544,0.7274,63.98
0621006,5814,0.1511,0.0675,4,0,0.1695,0.1744,0,0.2078,0.3562,0.0876,0.4918,0.126,32.6,1035,0.5971,0.3918,0.0404,0.0,0.7542,0.2111,0.0,0.5867,0.6273,0.274,0.4918,0.3243,0.4885,63.97
1204005,9431,0.1361,0.0444,12,2,0.1416,0.0,1,0.1903,0.1834,0.2192,0.9684,0.1392,36.7,2014,0.5127,0.2194,0.1212,0.0526,0.5917,0.0,0.0185,0.532,0.295,0.7706,0.9684,0.3583,0.5611,63.94
1002002,9662,0.1149,0.0901,2,1,0.138,0.1202,7,0.224,0.1746,0.1575,1.0,0.0702,35.7,1688,0.3934,0.5604,0.0202,0.0263,0.5708,0.1455,0.1296,0.6373,0.2781,0.5377,1.0,0.1807,0.5434,63.94
2820004,24374,0.1309,0.061,12,4,0.1556,0.4747,7,0.1466,0.2376,0.189,0.0247,0.1518,34.8,4940,0.4834,0.3433,0.1212,0.1053,0.6733,0.5747,0.1296,0.3955,0.3992,0.6566,0.0247,0.3907,0.5274,63.94
0406007,5003,0.1246,0.097,1,2,0.1452,0.0,0,0.1219,0.3885,0.1067,1.0,0.1963,26.9,813,0.4479,0.6119,0.0101,0.0526,0.6127,0.0,0.0,0.3183,0.6894,0.346,1.0,0.5053,0.3876,63.93
3208004,12216,0.1644,0.0763,6,0,0.1154,0.0688,2,0.1997,0.1395,0.1362,0.8955,0.1913,36.8,2269,0.6719,0.4575,0.0606,0.0,0.4391,0.0833,0.037,0.5614,0.2106,0.4574,0.8955,0.4924,0.5628,63.93
3218006,4249,0.1455,0.0755,2,0,0.1248,0.3464,0,0.2202,0.237,0.0314,1.0,0.1683,30.7,580,0.5656,0.4515,0.0202,0.0,0.4939,0.4194,0.0,0.6254,0.3981,0.0619,1.0,0.4332,0.4549,63.93
0409007,3202,0.1791,0.0942,2,2,0.1365,0.0,1,0.1576,0.2104,0.1205,0.9153,0.1175,34.3,626,0.7546,0.591,0.0202,0.0526,0.562,0.0,0.0185,0.4299,0.3469,0.3981,0.9153,0.3024,0.5186,63.92
2203004,3471,0.1621,0.0787,3,0,0.1355,0.0863,2,0.1185,0.2261,0.1433,1.0,0.1051,47.9,676,0.659,0.4754,0.0303,0.0,0.5562,0.1045,0.037,0.3077,0.3771,0.4842,1.0,0.2705,0.7593,63.85
1208006,5903,0.1462,0.0647,2,1,0.1102,0.0,3,0.168,0.2507,0.1645,0.9632,0.2121,40.0,1093,0.5695,0.3709,0.0202,0.0263,0.4089,0.0,0.0556,0.4624,0.4244,0.5642,0.9632,0.5459,0.6195,63.85
2427006,5339,0.1208,0.0879,3,0,0.1319,0.2956,2,0.0895,0.2672,0.0924,1.0,0.2251,40.8,801,0.4266,0.544,0.0303,0.0,0.5352,0.3579,0.037,0.2171,0.4562,0.2921,1.0,0.5794,0.6336,63.83
2218004,11715,0.1412,0.0696,7,2,0.1413,0.107,5,0.1623,0.2322,0.1213,0.7673,0.1879,39.3,2066,0.5414,0.4075,0.0707,0.0526,0.59,0.1295,0.0926,0.4445,0.3888,0.4011,0.7673,0.4837,0.6071,63.82
2612001,3518,0.1358,0.1029,1,0,0.1508,0.0,2,0.158,0.2275,0.1065,1.0,0.1316,41.5,599,0.511,0.656,0.0101,0.0,0.6453,0.0,0.037,0.4311,0.3798,0.3453,1.0,0.3387,0.646,63.82
1005004,14552,0.1923,0.0359,13,2,0.1212,0.2244,5,0.1095,0.2311,0.1679,0.8922,0.1542,31.8,3148,0.8289,0.156,0.1313,0.0526,0.4729,0.2717,0.0926,0.2796,0.3867,0.577,0.8922,0.3969,0.4743,63.81
0603003,6188,0.1187,0.0639,3,1,0.1226,0.1274,1,0.201,0.3716,0.1513,0.4858,0.212,38.5,1048,0.4147,0.3649,0.0303,0.0263,0.4811,0.1542,0.0185,0.5654,0.6569,0.5143,0.4858,0.5457,0.5929,63.78
1001002,7802,0.1319,0.0647,2,4,0.1299,0.3267,0,0.1416,0.1795,0.1528,0.771,0.2316,35.3,1403,0.489,0.3709,0.0202,0.1053,0.5236,0.3955,0.0,0.3799,0.2875,0.52,0.771,0.5961,0.5363,63.76
1802004,27974,0.1074,0.0655,19,8,0.1082,0.2906,9,0.1101,0.3176,0.1417,0.8105,0.1252,35.2,4324,0.3512,0.3769,0.1919,0.2105,0.3972,0.3518,0.1667,0.2815,0.5531,0.4781,0.8105,0.3223,0.5345,63.76
3007006,5710,0.1527,0.0925,4,0,0.1163,0.4165,1,0.1285,0.2143,0.1322,0.6097,0.1438,38.4,1017,0.6061,0.5784,0.0404,0.0,0.4444,0.5042,0.0185,0.339,0.3544,0.4423,0.6097,0.3701,0.5912,63.74
0622004,7580,0.1117,0.0817,3,0,0.1267,0.3706,1,0.2155,0.2354,0.1292,0.3544,0.2311,35.6,1196,0.3754,0.4978,0.0303,0.0,0.505,0.4487,0.0185,0.6107,0.395,0.4309,0.3544,0.5949,0.5416,63.73
1216002,10876,0.1392,0.0721,13,2,0.1012,0.3896,4,0.1034,0.2401,0.1038,1.0,0.1651,37.8,1684,0.5301,0.4261,0.1313,0.0526,0.3564,0.4717,0.0741,0.2605,0.404,0.3351,1.0,0.425,0.5805,63.7
0414003,7669,0.1327,0.0662,9,2,0.0948,0.5539,1,0.1772,0.2644,0.1348,0.8444,0.0659,32.1,1238,0.4935,0.3821,0.0909,0.0526,0.3192,0.6706,0.0185,0.4911,0.4508,0.4521,0.8444,0.1696,0.4796,63.69
3209005,5073,0.1293,0.0838,4,0,0.0821,0.3004,0,0.1886,0.2349,0.0734,0.9691,0.2637,33.8,659,0.4744,0.5134,0.0404,0.0,0.2452,0.3637,0.0,0.5267,0.394,0.2204,0.9691,0.6788,0.5097,63.66
1405001,3657,0.1215,0.0733,4,1,0.1053,0.1681,0,0.2447,0.3744,0.1215,0.5167,0.197,29.6,561,0.4305,0.4351,0.0404,0.0263,0.3803,0.2035,0.0,0.702,0.6623,0.4019,0.5167,0.5071,0.4354,63.66
1812005,12723,0.1136,0.1007,8,2,0.1347,0.0458,1,0.1203,0.2882,0.1309,0.911,0.1825,36.3,2070,0.386,0.6396,0.0808,0.0526,0.5515,0.0554,0.0185,0.3133,0.4965,0.4374,0.911,0.4698,0.554,63.65
1802003,3588,0.1464,0.0854,1,0,0.114,0.3239,2,0.125,0.1713,0.1099,1.0,0.1781,43.3,590,0.5706,0.5254,0.0101,0.0,0.431,0.3921,0.037,0.328,0.2717,0.3581,1.0,0.4584,0.6779,63.65
1019005,10405,0.1831,0.0667,8,2,0.108,0.2058,1,0.157,0.2275,0.0749,0.9389,0.2171,27.6,1762,0.7772,0.3858,0.0808,0.0526,0.396,0.2492,0.0185,0.428,0.3798,0.226,0.9389,0.5588,0.4,63.65
1220004,3602,0.1159,0.0462,3,1,0.0904,0.3226,1,0.2149,0.267,0.1343,1.0,0.2325,33.2,541,0.399,0.2328,0.0303,0.0263,0.2935,0.3906,0.0185,0.6089,0.4558,0.4502,1.0,0.5985,0.4991,63.65
1021001,13865,0.1267,0.0656,7,4,0.1296,0.1362,6,0.0753,0.237,0.1331,0.9787,0.2856,39.1,2344,0.4598,0.3776,0.0707,0.1053,0.5218,0.1649,0.1111,0.1728,0.3981,0.4457,0.9787,0.7351,0.6035,63.63
0402004,8144,0.1635,0.1007,5,1,0.1598,0.0,1,0.1221,0.1645,0.1077,0.9086,0.1905,33.7,1544,0.6669,0.6396,0.0505,0.0263,0.6977,0.0,0.0185,0.319,0.2587,0.3498,0.9086,0.4903,0.508,63.62
0624005,12702,0.1128,0.0613,7,3,0.1075,0.3339,4,0.3051,0.3509,0.1427,0.0,0.1843,26.1,2000,0.3815,0.3455,0.0707,0.0789,0.3931,0.4042,0.0741,0.8907,0.6171,0.4819,0.0,0.4744,0.3735,63.61
2408002,8801,0.1264,0.0603,10,2,0.1149,0.3593,3,0.0773,0.2201,0.1887,0.8307,0.1488,51.0,1642,0.4581,0.3381,0.101,0.0526,0.4362,0.435,0.0556,0.179,0.3656,0.6555,0.8307,0.383,0.8142,63.56
